lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment
bar	news_1979_734356.txt-17-9	mag_2005_396762.txt-36-69	By  voting  Sept.  5  to  help  boat  people  and  bar  even  indirect  aid  to  Vietnam,  Cambodia  and  Laos,  we  are  only  perpetuating  the  tragedy.	NUTRITIONAL  LOWDOWN  180-190  cal,  10  g  pro,  27-28  g  carb,  3-5  g  fat,  1.5-2.5  g  sat  fat,  0  mg  chol,  1-2  g  fiber,  140-170  mg  sodium  FLAVORS  Berry  Banana  Buzz,  Peanut  Butter  n  '  Honey,  Rocket  Chocolate,  Apple  Cinnamon  with  Cranberries  PRICE  PER  BAR  AND  WHERE  TO  BUY  $1.69,  EMS  stores  and  www.honeystinger.com  PRODUCT  CLIF  Nectar  DESCRIPTION  Each  bar  contains  up  to  five  organic  ingredients  and  two  servings  of  fruit.	42:45	[42,  45]	342:345	[342,  345]	
bar	nf_1833_747716.txt-865-13	fic_1824_7022.txt-122-23	Was  it  not  calculated  to  have  a  salutary  effeel,  both  upon  the  bar  and  the  bystanders,  to  show,  that,  throughout  the  world,  wherever  civilization  has  dawned,  there  was  but  one  feeling  and  one  voice  with  regard  to  an  offence  of  this  sort,  and  that  a  voice  of  unmingled  reprobation?	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	63:66	[63,  66]	110:113	[110,  113]	
bar	fic_1970_782004.txt-928-31	nf_1857_753133.txt-433-14	The  future  was  here,  thought  |  The  Nightman  as  his  eyes,  lidded  and  heavy,  moved  past  the  closed  door  of  the  poolroom  toilet  and  settled  on  the  iron  bars  covering  the  back  window.   "	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	149:153	[149,  152]	80:83	[80,  83]	
bar	mag_2007_391441.txt-3-8	fic_2000_52518.txt-317-5	The  place  is  San  Francisco's  hipster  dive  bar  and  guest  house,  Zeitgeist.	She's  sitting  at  the  bar  with  Mitch,  tossing  her  hair  and  laughing  and  moving  her  long  fingers  up  his  biceps.	42:45	[42,  45]	21:24	[21,  24]	
bar	fic_1962_10417.txt-5617-32	nf_1846_748061.txt-1284-3	The  band  stopped  playing,  the  dancers  dispersed,  lights  were  dimmed  in  the  salon  and  on  deck;  sailors  came  out  with  their  buckets  and  brushes;  the  man  at  the  bar  was  obviously  closing  up  for  the  night.	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	158:161	[158,  161]	11:15	[11,  14]	
bar	fic_1965_10457.txt-1390-16	nf_1846_748061.txt-1284-3	Anyway  Salt  and  Dogface  told  him  they  suspected  the  big  man  that  came  aboard  on  the  bar,  that  he  was  the  one  the  reward  was  for,  but  Captain  Ts'ui  says,  He  came  aboard  as  a  free  man,  I  can't  touch  him.  '	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	84:87	[84,  87]	11:15	[11,  14]	
bar	nf_1997_746546.txt-5-2	mag_2007_390968.txt-43-4	The  American  Bar  Association  has  recently  completed  a  comprehensive  recodification  of  the  Standards  for  Approval  of  Law  Schools  and  Interpretations.	He  opened  Momofuku  Noodle  Bar  and  then  Momofuku  Ssm  Bar  in  New  York,  tiny  joints  that  reimagine  ramen  noodles  and  other  Asian  delicacies  for  the  twenty-first  century.   "	13:16	[-1,  2]	26:29	[-1,  2]	
bar	fic_2000_29964.txt-36-7	mag_1827_553785.txt-135-6	 "  Hey,  don't  set  the  bar  so  high.	ly  assisted  by  gentlemen  of  the  bar,  so  called,  (great  numbers  of  xvhorn  are  always  at  hand,  ready  for  such  undertaking)  when  after  a  few  years  constant  attendance  upon  courts,  and  the  lay.   "	21:24	[21,  24]	32:35	[32,  35]	
bar	nf_1844_747607.txt-3721-35	mag_1854_555974.txt-331-28	This  the  ancient  Hebrew  writers  describe  as  in  the  central  parts  of  the  earth;  a  vast  repository,  surrounded  by  an  impassable  wall,  and  fortified  with  huge  gates  of  brass,  and  massive  bars  of  iron,  which  our  Saviour  by  his  *  Those  who  wish  to  see  this  subject  fully  and  learnedly  discussed,  I  beg  leave  to  refer  to  Dr.  Horsely's  Critical  Notes  on  Ilosea,  page  257,  &c.,;  pages  200,  201;  and  page  46,  note  7i;  and  also  his  sermon  on  Christ's  Descent  into  Hell.	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	184:188	[184,  187]	128:132	[128,  131]	
bar	mag_2007_391441.txt-3-8	nf_1969_774314.txt-1846-17	The  place  is  San  Francisco's  hipster  dive  bar  and  guest  house,  Zeitgeist.	Usually  the  bell  is  mounted  on  a  movable  bar  with  an  elbow  that  pivots  in  an  overhead  bar.	42:45	[42,  45]	86:89	[41,  44]	
bar	mag_1843_555150.txt-426-40	mag_1854_555974.txt-331-28	Is  it  desirable,  that,  in  all  the  States,  as  is  notoriously  the  case  in  one  or  two  already,  such  appointments  should  be  made  as  to  render  the  bench  an  object  of  contempt  and  derision  to  the  bar?	Practically,  we  know  that  nine  tenths  either  goes  to  the  mint  as  soon  as  it  is  washed  out  of  the  earth,  or  is  cast  into  stamped  bars  which  perform  all  the  purposes  of  coin.	190:193	[190,  193]	128:132	[128,  131]	
bar	fic_1966_10473.txt-3245-16	nf_1969_774314.txt-1305-14	He  turned  away  from  the  window,  climbed  onto  one  of  the  stools  at  the  breakfast  bar.	They  may  be  made  of  %  -  inch  or  1/2  -  inch  rod  or  bar  from  12-  to  18-inches  long,  depending  on  use  and  need.	80:83	[80,  83]	50:53	[50,  53]	
bar	nf_1834_747938.txt-891-22	fic_2000_13995.txt-480-6	These  were  composed  of  a  box  9,  feet  long,  and  about  the  same  width  and  depth,  formed  by  light  bars,  with  stronger  bars  at  the  corners.	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	95:99	[95,  98]	29:32	[29,  32]	
bar	mag_1989_492439.txt-6-25	nf_1827_748059.txt-780-6	help  explain  how  pirates  once  used  a  treacherous  narrows  to  prey  on  passing  boats,  or  how  pilots  inched  their  boats  and  barges  past  sand  bars  and  other  dangers.	In  another  set  of  experiments  upon  bars  of  willow  3  feet  long  and  1.5  inch  square,  the  mean  strength  of  6  uncut  bars  was  525  lbs.	137:141	[120,  123]	35:39	[35,  38]	
bar	mag_2004_411262.txt-218-15	mag_1854_555965.txt-99-21	This  silent  Sunday  morning,  she  folded  her  apron  and  put  it  on  the  pass-out  bar,  then  went  to  the  staff  room,  changed  from  her  chef's  whites  and  clogs  into  jeans  and  a  long-sleeved  shirt  tie-dyed  in  soft  pink  and  orange,  with  tiny  dancing  skeletons  on  it.	Before  a  legal  tribunal,  the  want  of  conclusive  testimony  of  guilt  justifies  an  assumption  of  innocence;  but  at  the  bar  of  public  opinion,  a  man  who  fails  to  repel  suspicion  and  reproach  virtually  indorses  the  correctness  of  the  popular  verdict.	76:79	[76,  79]	116:119	[116,  119]	
bar	fic_1849_9494.txt-213-14	fic_2000_13995.txt-480-6	Necessity  Makes  bold  to  ope  the  door  which  fashion's  portress  Would  bolt  and  bar  against  him.  '	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	77:80	[77,  80]	29:32	[29,  32]	
bar	fic_1856_1562.txt-456-6	nf_1827_748059.txt-780-6	When  I  was  admitted  to  the  bar  at  twenty-one,  she  was  sixteen  --  the  age  in  our  southern  country  when  a  maiden  looks  her  loveliest.	In  another  set  of  experiments  upon  bars  of  willow  3  feet  long  and  1.5  inch  square,  the  mean  strength  of  6  uncut  bars  was  525  lbs.	27:30	[27,  30]	35:39	[35,  38]	
bar	fic_1999_45403.txt-19-31	fic_1963_23799.txt-145-1	I  said,   "  Hotdamn  that's  a  good  flea  market  y'all  got  yourselves  down  the  road,   "  because  from  the  looks  on  the  six  or  eight  guys  in  the  bar  I  knew  that  they  sold  their  wares  there  between  the  pine  trees  of  the  jockey  lot.	The  bar  was  very  dark  and  cool,  and  my  parents  would  have  Tom  Collinses  while  I  drank  ginger  ale.	137:140	[137,  140]	4:7	[4,  7]	
bar	fic_1853_9069.txt-3-11	nf_1846_748061.txt-1284-3	The  tree  stands  on  a  base  of  gray  and  black  intertwined  bars,  referred  to  as  a  wreath  in  heraldic  terms.	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	56:60	[56,  59]	11:15	[11,  14]	
bar	nf_1857_753133.txt-433-14	nf_1846_748061.txt-1284-3	My  impression  is,  that  in  point  of  skill  and  professional  ability  the  Minnesota  bar  is  a  little  above  the  average  of  territorial  bars.	One  of  the  bars  of  the  prison-  window  had  become  detached,  so  that  it  could  be  removed  without  any  difficulty,  allowing  any  one  of  moderate  dimensions  to  get  through  the  aperture.	80:83	[80,  83]	11:15	[11,  14]	
bar	fic_1856_2470.txt-4333-27	news_1982_668343.txt-120-14	After  alluding  to  the  gratitude  his  hearers  ought  to  feel  at  not  being  thus  hurried,  like  poor  Sill,  without  time  for  preparation,  before  the  bar  of  Judgment,  who,  however,  he  hoped	One  scary  thing  happened  in  Oakland  this  week  when  a  foul  tip  smashed  the  bar  on  umpire  Larry  Barnett  '  s  face  mask,  sending  him  to  the  hospital.	142:145	[142,  145]	74:77	[74,  77]	
bar	nf_1841_747644.txt-1703-81	fic_1987_780057.txt-1105-25	This  shrewd  argument  not  being  thought  convincing,  the  secretary  continued  to  read,  that  '  the  execution  of  the  sentence,  instead  of  an  act  of  justice,  would  appear  to  all  the  world,  and  particularly  to  their  allies,  the  American  States,  as  an  act  of  vengeance,  and  that  if  he  were  sufficiently  master  of  the  French  language,  he  would,  in  the  name  of  his  brethren  of  America,  present  a  petition  at  their  bar  against  the  execution  of	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	404:407	[404,  407]	119:123	[119,  122]	
bar	fic_1856_1562.txt-1235-42	fic_2000_13995.txt-480-6	Her  voluminous  discourse  involved  her  opinions  of  her  neighbors,  friends,  and  relatives;  and,  one  day,  a  few  weeks  after,  I  was  suddenly  surprised  by  a  visit  from  a  gentleman  --  one  of  the  members  of  the  bar  --  who  placed  a  letter  in  my  hands  from  Mr.  Perkins.	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	204:207	[204,  207]	29:32	[29,  32]	
bar	fic_1859_9220.txt-7735-27	mag_1999_408585.txt-67-25	Now,  as  I  have  said  before,  while  I  am  satisfied  --  satisfied,  beyond  the  possibility  of  a  doubt,  as  we  say  at  the  bar  --  that  you  have  long  entertained  feelings  toward  me,  tenderer  than  mere  friendship  --  forgive  me,  Julia,  for  speaking  so  very  plainly  --  I  have  not  been  satisfied  that  they  were  such  as  you  would  certainly  feel  for  the  man  you  should  choose  out  of  all  the  world  for  everlasting  companionship  --  no,  no,  Julia  --  however  presumptuous  I  may  have  been  up  to  the  point  I  have  mentioned  --	If  you  enlarge  the  window,  you  may  be  able  to  see  some  of  the  folder's  contents,  but  since  the  window  lacks  scroll  bars,  you  won't  get  very  far.	115:118	[115,  118]	115:119	[115,  118]	
bar	mag_1989_492439.txt-6-25	fic_2000_13995.txt-480-6	help  explain  how  pirates  once  used  a  treacherous  narrows  to  prey  on  passing  boats,  or  how  pilots  inched  their  boats  and  barges  past  sand  bars  and  other  dangers.	MATT  MICKELSON  Was  he  in  the  bar  Tuesday  night?	137:141	[120,  123]	29:32	[29,  32]	
bar	news_1979_734356.txt-17-9	nf_1827_748059.txt-780-6	By  voting  Sept.  5  to  help  boat  people  and  bar  even  indirect  aid  to  Vietnam,  Cambodia  and  Laos,  we  are  only  perpetuating  the  tragedy.	In  another  set  of  experiments  upon  bars  of  willow  3  feet  long  and  1.5  inch  square,  the  mean  strength  of  6  uncut  bars  was  525  lbs.	42:45	[42,  45]	35:39	[35,  38]	
bar	mag_1977_490797.txt-632-9	fic_1963_10441.txt-521-7	Ker-ner  invited  us  to  have  a  drink  in  the  bar  of  The  Colony's  clubhouse;  the  bar  is  lined  with  the  wood-panelled  lockers  of  members  --  people  like  Los  Angeles  Sheriff  Peter  Pitchess,  Joe  Pasternak,  and  Mrs.  George  Randolph  Hearst,  Sr.   "  Schmooze  and  booze  make  good  Jews,   "  Kerner  said.   "	Morgan  excused  himself  and  drifted  to  the  bar  to  refill  his  champagne  glass,  and  allowed  himself  to  be  drawn  into  the  perimeter  of  Anne's  group.   "	42:45	[42,  45]	42:45	[42,  45]	
bar	fic_1969_10517.txt-622-7	fic_1995_53011.txt-273-18	The  funny  thing  is  that  both  the  bars  and  the  arms  are  bolted  to  the  doors  and  also  to  the  walls  and  I  can't  figure  out  how  they  open.	But  she  hadn't  seen  the  shadow  man  since  the  night  she  brought  the  stranger  home  from  the  bar.	33:37	[33,  36]	90:93	[90,  93]	
bar	fic_1835_7133.txt-535-26	fic_1824_7022.txt-122-23	Hence  the  expense  is  very  great  for  vessels  of  large  burthen;  and  rather  than  incur  it,  many  ships,  after  being  towed  over  the  bar,  which,  at  this  season,  can  not  be  crossed  otherwise,  work  their  own  way  up  to  town,  which,  with  a  fair  wind,  may  be  effected  in  twenty-four  hours,  the  distance  being  but  one  hundred  and  five  miles;  but  it  not  unfrequently  takes  them  ten  or  fifteen  days.	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	127:130	[127,  130]	110:113	[110,  113]	
bar	nf_1997_746546.txt-5-2	fic_1824_7022.txt-122-23	The  American  Bar  Association  has  recently  completed  a  comprehensive  recodification  of  the  Standards  for  Approval  of  Law  Schools  and  Interpretations.	Du  Quesne,  with  whom  we  must  at  present  continue,  repaired  to  New-York,  where,  upon  his  being  admitted  to  the  bar,  as  in  due  time  he  was,  his  mysterious  supply  of  money  was  withheld,  and  he  was  left  without  relatives  or  connexions,  to  make  the  usual  slow  and  uncertain  progress  in  the  business  of  his  profession.	13:16	[-1,  2]	110:113	[110,  113]	
bar	fic_1827_9763.txt-5322-11	mag_1821_553342.txt-352-17	I  will  meet  thee,  but  it  must  be  at  the  bar  of  thy  Maker.	A  community  provided  with  ample  resources  against  an  endless  increase  of  members,  and  enjoying  a  free  bar,  a  free  senate,  and  a  free  press,  if  true  to  herself,  must  do  great  things.	40:43	[40,  43]	102:105	[102,  105]	
bar	fic_1966_10469.txt-1265-9	fic_1987_780057.txt-1105-25	From  her  high  vantage  at  the  corner  of  the  bar,  the  schoolteacherish  girl  studied  with  downcast  eyes  the  dancing  feet.	had  been  a  tall,  proud  man  named  Alfroid;  I  remembered  him  with  some  affection,  since  he  could  tie  loose  knots  in  iron  bars,  and  had  drunk  me  under  the  table  one  evening  --  no,  an  evening  and  a  morning  and  part  of  an  afternoon.	43:46	[43,  46]	119:123	[119,  122]	
