lemma	identifier1	identifier2	context1	context2	indexes_target_token1	derived_indexes1	indexes_target_token2	derived_indexes2	judgment	cosine_similarity
afternoon	fic_1845_7103.txt-562-47	fic_1852_9832.txt-757-5	While    wondering    at    the    happiness    his    presence    occasioned,    and    congratulating    himself    upon    his    good    fortune    in    getting    into    such    agreeable    companionship,    a    woman    came    in,    and    asked    in    rather    an    angry    tone,    why    the    piece    of    linen    she    had    purchased    there    the    previous    afternoon    had    not    been    sent    to    her    house    as    she    had    requested.	   "We    were    out    walking    one    afternoon,    and    the    two    boys    had    been    excursionizing    to    their    heart's    content,    when    Archie    came    up    with,       "   "    O    Miss    Kate!   "	265:274	[265,    274]	24:33	[25,    34]	4.0	0.9767586588859558
afternoon	fic_1845_7071.txt-62-27	fic_2007_34112.txt-95-13	You    know    your    wages    are    high,    and    my    demands    upon    your    time    are    proportionately    so;    if,    therefore,    you    can    give    up    your    weekly    afternoon    visit    and    your    visit    yearly,    and    be    content    to    take    care    of    little    Johnny    and    do    the    work    when    I    am    out,    always    laying    the    table    with    one    extra    plate    --    provided    husband    brings    somebody    home    to    dine    --    and    do    the    other    duties    about    the    house	Two    minutes    earlier,    she'd    pulled    into    the    garage    on    a    sunny    afternoon,    another    school    year    over,    U2    playing    on    the    radio.	127:136	[127,    136]	61:70	[61,    70]	4.0	0.8947457075119019
afternoon	news_1998_653815.txt-37-5	fic_1850_2310.txt-1321-9	Partners    left    the    meeting    Saturday    afternoon    without    knowing    the    results    of    that    poll.	She    remained    in    company    with    the    cows    all    the    afternoon.	35:44	[35,    44]	46:55	[46,    55]	3.0	0.9844802618026733
afternoon	news_1996_652813.txt-93-1	fic_1846_7036.txt-2381-16	   "One    afternoon    in    early    fall,    Mr.    Gersten,    an    eternally    boyish,    71-year-old    former    protege    of    Joseph    Papp,    was    showing    off    the    final    stages    of    the    Beaumont    refurbishment    when    he    came    to    the    makeshift    box    office    in    the    theater's    dusty    lobby.       "   "   "	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	4:13	[5,    14]	84:93	[84,    93]	4.0	0.9527672529220581
afternoon	fic_1843_7208.txt-10502-5	fic_1825_7041.txt-1647-2	   "He    had    caught,    one    afternoon,    in    company    with    a    crew    of    political    cronies,    a    small    carful    of    striped-bass    and    Lafayette    fish,    in    the    East    river,    and    was    declared    the       "   "    Hero    of    Kipp's    bay.       "   "   "	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	19:28	[20,    29]	7:16	[7,    16]	4.0	0.9731878638267517
afternoon	news_1970_729010.txt-127-17	fic_1850_2310.txt-1321-9	But    the    world    had    not    seen    the    bluff    Cardinal    weeping    alone    in    his    private    chapel    on    the    afternoon    of    Nov.    22,    1963,    after    he    received    news    of    the    assassination.	She    remained    in    company    with    the    cows    all    the    afternoon.	89:98	[89,    98]	46:55	[46,    55]	4.0	0.9648664593696594
afternoon	fic_1860_615.txt-1132-40	fic_1825_7041.txt-1647-2	Owing,    it    may    be,    to    this    moral    estrangement,    -    -    this    chill    remoteness    of    their    position,    -    -    there    have    come    to    us    but    a    few    vague    whisperings    of    what    passed    in    Miriam's    interview    that    afternoon    with    the    sinister    personage    who    had    dogged    her    footsteps    ever    since    the    visit    to    the    catacomb.	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	187:196	[187,    196]	7:16	[7,    16]	4.0	0.965263843536377
afternoon	fic_1987_10764.txt-9951-7	fic_1846_7036.txt-2381-16	If    he    could    have    traveled    to    the    afternoon    of    the    tenth,    prior    to    the    accident    and    the    shoot-out    with    Kokoschka,    he    would    have    done    so    in    the    hope    of    saving    Danny.	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	33:42	[33,    42]	84:93	[84,    93]	4.0	0.9764183759689331
afternoon	fic_1996_54472.txt-133-9	fic_1825_7041.txt-1647-2	   "And    what    the    hell,    it's    only    one    afternoon    a    week    for    me    but    it's    like    the    whole    rest    of    their    lives    for    some    of    these    people.       "   "   "	On    the    afternoon    of    the    same    day    that    Wilson    commenced    his    journey    to    Quebec,    Grace    was    seated    at    her    father's    table,    busily    engaged    in    painting    glass,    --    a    fashionable    amusement    at    that    period.	33:42	[34,    43]	7:16	[7,    16]	4.0	0.958302915096283
afternoon	fic_1852_3671.txt-470-19	nf_2006_776561.txt-30-8	   "I    wish    we    had    a    pack    of    cards    here,       "   "    said    one    of    the    boys,    one    weary    afternoon.       "   "   "	Sitting    in    on    a    class    in    the    late    afternoon,    listening    to    him    draw    on    his    experiences    from    his    Stanley    days,    I    imagined    that    beyond    the    nineteen    young    peo-    ple    seated    in    the    room,    he    was    speaking    to    all    those    he    knew    back    home,    explaining    that    he    had    done    as    well    as    any    executive    could,    in    a    very    changed    world,    to    preserve    Stanley    as    it    was.	70:79	[72,    81]	34:43	[34,    43]	4.0	0.932621955871582
afternoon	fic_1849_5295.txt-962-22	fic_1851_3300.txt-1083-18	The    next    day    I    had    occasion    to    go    away    at    an    early    hour,    and    did    not    return    until    late    in    the    afternoon,    and    on    entering    my    little    parlor,    I    was    surprised    at    beholding    a    lady,    handsomely    dressed,    who    advanced    towards    me    with    an    air    of    dignified    politeness.	The    last    part    of    Louis    '    speech    was    nearly    inaudible,    and    no    more    was    said    until    the    afternoon.	94:103	[94,    103]	85:94	[85,    94]	4.0	0.9752269387245178
afternoon	fic_1966_781991.txt-1289-2	mag_1855_556005.txt-194-2	ON    TUESDAY    afternoon,    after    my    firm    had    closed    its    doors    forever,    I    consulted    with    our    aghast    old    lawyer,    Horatio    Carter,    whose    white    cuffs    fluttered    like    moths    as    I    spoke,    and    told    him    that    I    meant    to    plead    guilty    to    an    indictment    for    embezzlement.	One    Sabbath    afternoon,    in    the    winter    of    1753,    as    he    lay    on    a    couch,    in    the    full    possession    of    those    noble    faculties    he    had    borne    so    meekly,    listening    to    one    of    Sherlock's    Sermons,    his    wife    beside    and    his    children    around    him,    the    gentle    and    exalted    spirit    of	11:20	[11,    20]	12:21	[12,    21]	3.0	0.9923337697982788
afternoon	fic_1849_7218.txt-3369-36	fic_1850_2310.txt-1321-9	It    might    have    been    a    week    after    our    glimpse    of    Lord    Lovely,    that    Harry,    who    had    been    expecting    a    letter,    which,    he    told    me,    might    possibly    alter    his    plans;    one    afternoon    came    bounding    on    board    the    ship,    and    sprang    down    the    hatchway    into    the    between-decks,    where,    in    perfect    solitude,	She    remained    in    company    with    the    cows    all    the    afternoon.	160:169	[160,    169]	46:55	[46,    55]	4.0	0.9536268711090088
afternoon	mag_1965_274515.txt-21-0	fic_1846_7036.txt-2381-16	   "afternoon    that    they    can    not    impose    a    poll    tax,    why    not    tell    them    they    can    not    impose    a    cigarette    tax    or    any    other    tax?       "   "   "	By    some    accident,    Big    Elk    became    separated    from    his    hunting    companions,    late    in    the    afternoon    of    a    winter's    day.	0:9	[1,    10]	84:93	[84,    93]	4.0	0.6734932661056519
